details,prix,adresse,image_lien
Un très bon couple meunier,12000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg
Tres bon couple,30000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg
"Poussin d'un jour qui sera disponible le 6 mars pour la korité.
faites vos commandes yekh niak nak",35000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg
Poulets de chairs de 2kg 2kg500 3kg 3kg500 4kg disponibles partout au sénégal,4000.0,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_4044027_uploaded_image1_1673388793.jpg
"Bonjour je vend un couple cochin tout blanc très jolie avec le male très robuste et une femelle qui ponde ses premiers œufs  en ce moment , une occasion à saisir",950000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg
"Bonjour je vend un couple cochin tout blanc très jolie avec le male très robuste et une femelle qui ponde ses premiers œufs  en ce moment , une occasion à saisir",95000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg
"Bonjour je vend un couple cochin tout tres jolie , un male robuste plus une femelle qui ponde , je vend aussi un male metisse noir et blanc et aussi des dindes de chair poussin.",95000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg
Des laperaux metisage  dispo a dakar,20000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg
Lapereau angora,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg
Lapin femelle tête de lion a vendre,25000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg
Couple angora de 5mois,25000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4062470_uploaded_image1_1674512420.jpg
Aucune information,15000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg
Femelle angora,20000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg
Aucune information,30000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4097932_uploaded_image1_1676574876.jpg
Ventes de poussins cou nu bleue hollandais démarrés à  1 mois 15 jours,2500.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg
Aucune information,5000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg
Aucune information,5000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg
Coq brahma métisse trés robuste avec un joli mélange de couleur,43000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg
Voyageurs à manteau avec différentes couleurs,50000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg
Mâle 2022 très bonne qualité,100000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg
Trio brahma blanc herminé noir de 2 mois,70000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg
Lapereau unité 10mil,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg
Lapin,15000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg
Des couples diamant mandarin huppé,30000.0,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg
Je vends mon couple paon en plein production,55000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg
Texans importés très bonne souche,15000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg
Lapereau géant fauve,25000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg
Lapereau,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg
"C’est repartie !
bonjour à tous avec la réouverture de la saison,
la ferme khady&mbarka mets à votre disposition des poussins d’inde.
à noter que nous vendons que des poussins qui ont minimum une semaine afin de réduire les risques de mortalités chez nos clients.
livraison possible sur thies , dakar et environs 
merci pour votre confiance ????",4000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4148722_uploaded_image1_1679757295.jpg
Je vends mon couple paon indien,35000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4155195_uploaded_image1_1680182497.jpg
Je vends mon couple pigeon à un prix fixe,10000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4159080_uploaded_image1_1680434202.jpg
Aucune information,200000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4165971_uploaded_image1_1680795516.jpg
Jaol,15000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167562_uploaded_image1_1680885216.jpg
Jaol,15000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167567_uploaded_image1_1680885294.jpg
Aucune information,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167601_uploaded_image1_1680885984.jpg
De poulet dornemen,8000.0,"Touba, Sénégal",https://images.coinafrique.com/thumb_4170233_uploaded_image2_1681079258.jpeg
"Salam,je vend des chairs de très bonnes qualités pour la fête de korité.faites vos commandes incha allah",3500.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4172814_uploaded_image1_1681236734.jpg
Jeune lahore disponible,15000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4177942_uploaded_image1_1681563067.jpg
Jeune boulant poméranie rouge. sexe non encore déterminé.,13000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178980_uploaded_image1_1681650252.jpg
Femelle,20000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg
Aucune information,35000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4186084_uploaded_image1_1682139045.jpg
Un mâle padda de java à vendre,20000.0,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191356_uploaded_image1_1682522033.jpg
Pigeon texan lieux mbour joal fadhioute,70000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4193114_uploaded_image1_1682634328.jpg
Des laperaux mâle metisage fauve demi géant,15000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4195833_uploaded_image3_1682867699.jpeg
Pigeon menteau jaune et opale,20000.0,"Gueule Tapée, Dakar, Sénégal",https://images.coinafrique.com/thumb_4198961_uploaded_image1_1683046102.jpg
"Des manteaux opales à évacuer : jeune couple 6000,
beaucoup de couples disponibles !
yékh niak !",6000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4202860_uploaded_image1_1683234964.jpg
"La ferme bay sa waar vous propose des cailleteaux d'un jour à 250 francs l'unité.
notre objectif est de proposer les prix les plus bas du marché pour permettre à nos clients d'accéder à la qualité a moindre coût.
passer vite vos commandes.",250.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4205412_uploaded_image1_1683385484.jpg
Des poussins bleue hollande disponible le 18 mai inchallah et pmmc vous dit merci.,35000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4206875_uploaded_image1_1683511573.jpg
Mâle démi géant des flandres,50000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4207913_uploaded_image1_1683574221.jpg
"Trio herminé 3 mois disponible

trio brahman herminé disponible a keur ndiaye lo rufisque",135000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg
Un jeune mal cochin coucou gros gabarit a vendre a un prix trés abordable en plus il a commencé à cocher les femelles,45000.0,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4218824_uploaded_image1_1684270289.jpg
Une paire de pigeon disponible,7000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4222721_uploaded_image1_1684515659.jpg
Pigeon voyageur disponible,7000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4222723_uploaded_image1_1684515810.jpg
Tambour allemand,50000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4223933_uploaded_image1_1684609709.jpg
Femelle 2023,500000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg
Aucune information,35000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg
Aucune information,50000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg
Poussins brahman disponible à keur massar couvés naturellement. paires 15000fcfa. mâle et femelle sur la photo,30000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg
Salam j mes en vente c femmel fauve de bourgogne de race pure sang père importé de 2 mois es demi,45000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg
De jolis poussins cochins issus de ce couple sont disponibles,7500.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4255246_uploaded_image1_1686680990.jpg
Des bleu hollandais,7000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4224766_uploaded_image3_1684691526.jpeg
Femelle,30000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4268327_uploaded_image1_1687541319.jpg
Lapereau,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4268955_uploaded_image1_1687603560.jpg
Pigeon boulan pure sang produit très vite et à un prix abordable et à qui on peut venir le regarder,45000.0,"Louga, Sénégal",https://images.coinafrique.com/thumb_4277890_uploaded_image1_1688316619.jpg
Métisse entre un mondain pure sang et un boulan pure sang en qualité et en quantité,15000.0,"Louga, Sénégal",https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg
Je vends des poulets de chaire livraison gratuite,4000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg
Couple pigeon blanchette messager,25000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4286623_uploaded_image1_1688830929.jpg
Bleu holland pondeuse,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4287658_uploaded_image1_1688923156.jpg
"Je vends ma lapine d’un an de race pure. bonne reproductrice 
a venir récupérer de préférence",30000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289564_uploaded_image1_1689066044.jpg
"Mâle hermine pur sang 
7 mois 
à vendre",60000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4290479_uploaded_image1_1689101063.jpg
"Brahmane caillouté
- brahmane porcelaine 
- cochain caillouté 
- cochin porcelain 
- disponible à vendre",30000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4290482_uploaded_image1_1689101216.jpg
"Une femmelle productrice de race : géant des
flandres
et ses 2 enfants mal dont leurs mère 100% géant et leur pere métisse angora géant
et une cage étagère si vous êtes prêt venez le 
prendre à domicile
pour plus d’info vir pv whatsapp",80000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4296184_uploaded_image1_1689472721.jpg
femelle de 5mois nain tête de lion à récupérer,15000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4298076_uploaded_image1_1689619080.jpg
Couple,40000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4312499_uploaded_image1_1690566200.jpg
Lapereau,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4333705_uploaded_image1_1691943760.jpg
Petit papillon français lignée importé,90000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4347215_uploaded_image1_1692800912.jpg
Des pigeons de races de très qualité( importés) disponible.,350000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4368566_uploaded_image1_1694179237.jpg
Femelle,10000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4368816_uploaded_image1_1694188598.jpg
Couple culbutan francais  reproducteurs,50000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4378163_uploaded_image1_1694787558.jpg
Aucune information,10000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4381621_uploaded_image1_1695057585.jpg
Femelle,20000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4384422_uploaded_image1_1695232906.jpg
Je vide mes poules de races brahman pour cause de départ,25000.0,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4389249_uploaded_image1_1695564020.jpg
"Caisse de 50 poussins de chairs : 26 500 fr cfa 
ces prix ont été fixés en fonction de notre coût de production unitaire et en tenant compte du prix des concurrents.",26500.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4399877_uploaded_image1_1696286458.jpg
Pigeon voyageur qui sort des couleur d'une beautèe rare,8000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4406771_uploaded_image1_1696680728.jpg
Pigeon voyageur qui sort des couleurs rare:  jaune rouge et.c,8000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4406776_uploaded_image1_1696680924.jpg
Lapin jeune couple papillon et métisse géant avec livraison incluse,35000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg
Pigeon à vendre,2000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418898_uploaded_image1_1697460446.jpg
Pigeon voyageur,5000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418908_uploaded_image1_1697461394.jpg
Pigeons avec des plumes aux pattes,3000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418917_uploaded_image1_1697461219.jpg
Pigeon voyageur de compétition deux couleurs,15000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg
Je vends des mâles cochons d'inde de très belles couleurs a keur massar rond point gouy gui,15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4425812_uploaded_image1_1697988348.jpg
Lapereau,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4425850_uploaded_image1_1697991508.jpg
Lapereau,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg
Jeune femelle a vendre et son cage pour plus d’info contactez-moi,40000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg
Pigeons lahor grand gabrie couple qui a commencé à produire dans la saison passe fait mois signe sur watshap plus de photo et de vidéo machaalla mbour joal fadhioute mbour sénégal livraison gratuite et partout au sénégal a mbour joal fadhioute pigeon granadino ibériques comment vas lep diam,40000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg
Pigeon king blanc sec pigeon de race importés couple king blanc sec qui a commencé a produire nouveau souche gros gabrie adresse mbour joal fadhioute mbour sénégal livraison gratuite,75000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg
Lapin angora male de 8 mois.,18000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4473399_uploaded_image1_1701019994.jpg
Je vends mon lapin angora male de 8 mois à sebikotane,8000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg
Adulte,40000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4505989_uploaded_image1_1702996795.jpg
Aucune information,40000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4505997_uploaded_image1_1702997024.jpg
"Gros poulets de 45 jours minimum. quantité et qualité, contactez nous",3500.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg
Aucune information,80000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4512680_uploaded_image1_1703431761.jpg
Trois femmel demi sang geant flandre,35000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4517612_uploaded_image1_1703770805.jpg
Je vend des pigeons  moins  cher,5000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4542193_uploaded_image1_1705080975.jpg
Je vend  des pigeons moins  cher,5000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4542217_uploaded_image1_1705082041.jpg
Aucune information,60000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4545200_uploaded_image1_1705269534.jpg
Couple king bague,60000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4548383_uploaded_image1_1705424797.jpg
"Vente de poulets de chairs reproducteurs parentaux 2 mois et demis
 à 5 mois les poules pourront reproduire avec les mâles",5000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4555523_uploaded_image1_1705793143.jpg
Lapereau,10000.0,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4556321_uploaded_image1_1705859521.jpg
Aucune information,160000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg
Jeune paire pigeon lahor,20000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4565457_uploaded_image1_1706369680.jpg
Lapereaux 100000,100000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4587998_uploaded_image1_1707587252.jpg
Jeune couple mondain noir disponible baguée 2024 standard,170000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4598304_uploaded_image1_1708179510.jpg
Poussin maran au,10000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4603800_uploaded_image1_1708477906.jpg
Brahman bleu lemon pur sang,40000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4612273_uploaded_image1_1708946489.jpg
"Poulets de chairs de bonne qualités déjà nettoyés.
poids compris entre 1kg900 2kg 2kg100 et plus",3500.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4612683_uploaded_image1_1708957200.jpg
Poussins oie de toulouse disponible pour plus d’info contactez-moi,35000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4619799_uploaded_image1_1709296095.jpg
Aucune information,15000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4624891_uploaded_image1_1709566248.jpg
Brahma à vendre en urgence. Urgence. Envoyez un message sur Whatsapp si vous êtes intéressés svp svp.,25000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4644724_uploaded_image1_1710589505.jpg
Aucune information,80000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4650066_uploaded_image1_1710871182.jpg
"Vente d'œufs bleus hollandais à couver
en gros  et par tablette",12500.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4651892_uploaded_image1_1710962341.jpg
Salam les amis éleveurs je mets à votre disposition de jolis couples mondains jeunes et adulte standard issu d'une production de souches importées allant du bleu à lopal .veuillez me confiez vos désirs je saurais les satisfaires inshaa allah!,225000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4653298_uploaded_image1_1711039158.jpg
"Salut
je vends de jolis couple de pigeon de la race texan",80000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4653331_uploaded_image1_1711039616.jpg
"Salam la famille ,
aujourd'hui je vous présente mes pigeons de chairs issus de plusieurs années de sélections 
les critères recherchés étaient : une masse pondérale assez importante, de bon parents, une croissance rapide , et une bonne résistance au maladie.
après un travail de longue date je vous propose des sujets prêtent pour vos projets de production de viande de pigeon bio de qualité mais aussi de bon nourriciers au cas où vous possédez d'autres races. veuillez bien me contacter pour plus dinfo merci!",50000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4662585_uploaded_image1_1711547077.jpg
Pigeon mondain bleu andalou,300.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4664895_uploaded_image1_1711663431.jpg
Femelle andalou disponible année 2023,250000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4667144_uploaded_image1_1711815313.jpg
Salut couple mondain écailler noir disponible année 2024 sur la bague,170000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4685152_uploaded_image1_1712756876.jpg
Aucune information,15000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4690857_uploaded_image1_1713063525.jpg
Aucune information,13500.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4703012_uploaded_image1_1713680804.jpg
Aucune information,35000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4704120_uploaded_image1_1713750109.jpg
Bonjour je vend une paire de lapin angora pure sang a un prix tres abordable,20000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4714367_uploaded_image1_1714245668.jpg
Nègre de soie unité 35.000,35000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4723223_uploaded_image1_1714727157.jpg
"Délectez-vous de la qualité supérieure avec notre sélection de poulets de chair premium. élevés avec soin et nourris de manière naturelle, nos poulets offrent une tendresse inégalée et une saveur exquise à chaque bouchée. que ce soit pour un repas en famille ou une soirée entre amis, nos poulets sont la garantie d'un festin mémorable. savourez l'excellence à chaque plat et découvrez une nouvelle dimension de plaisir culinaire. commandez dès maintenant et faites l'expérience du goût authentique à son meilleur !",1500.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg
Produit de bon qualité,2500.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg
je vends des brahma de lignèes pures adulte et jeuné disponible stock limité contactez moi sur whatsapp,95000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4807398_uploaded_image1_1719187421.jpg
Aucune information,3500.0,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg
Vente flash trois hermines femelles et deux cochins males,500.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4817873_uploaded_image1_1719747122.jpg
Lapereaux métisse géant et californien 3 mois disposition a diamaguene dakar paire 15000f. unité 8000f intéressé contactez,15000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4829597_uploaded_image1_1720290196.jpg
Des jeunes mondains indigo/écaillé noir,150000.0,"Thiaroye, Sénégal",https://images.coinafrique.com/thumb_4840128_uploaded_image1_1720797760.jpg
Couple Pigeon Mondain Blanc,70000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4853197_uploaded_image1_1721514569.jpg
Aucune information,20000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4860848_uploaded_image1_1721930260.jpg
Aucune information,35000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4860862_uploaded_image1_1721930737.jpg
Couple mondain noir en production disponible et d’autres sont aussi disponible,170000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4862270_uploaded_image1_1722006320.jpg
Des lapins nains très adorables,30000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg
"couples lapins demi sang angora de 4 mois
couple à 15 mil",15000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4932369_uploaded_image1_1725702422.jpg
Deux couple voyageur disponible à 25000f,25000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4936241_uploaded_image1_1725920934.jpg
Aucune information,10000.0,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4942161_uploaded_image1_1726204258.jpg
Un très bon couple,15000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4946878_uploaded_image1_1726499637.jpg
Métis californien de 2 mois,15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4966470_uploaded_image1_1727557573.jpg
"Paire de lapins metisses angora avec un grand gabarit à vendre
age 5 mois
prix couple 15k
visible à pikine
livraison possible",15000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4981240_uploaded_image1_1728309289.jpg
Pigeons paon indien disponible,10000.0,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4996843_uploaded_image1_1729085675.jpg
lapin mâle très virile avec un bon gabarit à vendre..,15000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5000540_uploaded_image1_1729260478.jpg
Aucune information,15000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5043101_uploaded_image1_1731565347.jpg
"Vente de poulet herminé 
adultes et poussins",45000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5044135_uploaded_image1_1731603018.jpg
Couple adulte métisses géant et fauve,35000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5064256_uploaded_image1_1732714222.jpg
couple boulon de saxe,45000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5069958_uploaded_image1_1733056070.jpg
Jeune couple mondain noir disponible,150000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5078519_uploaded_image1_1733444790.jpg
vente de poussin brahman pur 100,25000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5080703_uploaded_image1_1733571477.jpg
"Salam aleykoum la famille. 
je mets à votre disposition de jolies couples de mondains standard les prix varient selon la demande",200000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg
Couple lahore lavande adulte disponible me contacter pour plus de détails,30000.0,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_5088564_uploaded_image1_1734010113.jpg
Aucune information,36000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5107651_uploaded_image1_1735215733.jpg
Lapin mâle à dakar,12000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_5119494_uploaded_image1_1736025705.jpg
Lapin mâle,12000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_5119498_uploaded_image1_1736025924.jpg
Jeune couple mondain noir disponible,150000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5121788_uploaded_image1_1736179154.jpg
Des poussins brahman herminé standard disponible 10k l'unité,10000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg
Nous mettons en vente des lapins de race californien pure en vente. merci de nous contacter sur ce numéro et sur whatsapp pour plus de détails.,120000.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5189123_uploaded_image1_1739781768.jpg
Métis californien d'un mois,10000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5198096_uploaded_image1_1740225080.jpg
Aucune information,50000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5202384_uploaded_image1_1740482590.jpg
Mâle métis californien d'un an,25000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5225208_uploaded_image1_1741633076.jpg
Jeune male king indigo tres forte gabarie,100000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5246700_uploaded_image1_1742737554.jpg
