web_scraper_order,web_scraper_start_url,link,prix,adresse,image_lien,details
"1766770809-86","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lince-2323612","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2323612_uploaded_image1_1592765525.jpg","Lince"
"1766770812-87","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleu-hollande-2336310","2 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_2336310_uploaded_image1_1592955606.jpg",""
"1766770814-88","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2349641","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2349641_uploaded_image1_1593167061.jpg","Lapin de race engoura géant en bonne sante"
"1766770817-89","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-de-race-2351149","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2351149_uploaded_image1_1593181470.jpg","Salut à tous la société tpv volaille vous propose des poulets de toute race.orpinton cochin herminé brahmane 
herminé cou nu etc."
"1766770819-90","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/colvert-2373373","25 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2373373_uploaded_image1_1593556758.jpg","Salut à tous je vends des couples Colvert à bas prix."
"1766770822-91","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-2394348","12 500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2394348_uploaded_image1_1593899461.jpg","Salut à tous je vends des cailles viandes  et oeuf à de très bon prix."
"1766770824-92","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-2397001","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2397001_uploaded_image1_1593963655.jpg","Des poussins brahman colombia à vendre 
venez vite"
"1766770826-93","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2421069","12 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2421069_uploaded_image1_1594340902.jpg",""
"1766770829-94","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2421679","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2421679_uploaded_image1_1594369562.jpg","Je vends 4 pigeons au prix indiqué."
"1766770832-95","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2429419","20 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2429419_uploaded_image1_1594546501.jpg","À vendre lapin engora abits à keur massar diaxaye 2"
"1766770834-96","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2450669","3 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2450669_uploaded_image1_1594987392.jpg","Poulet à vendre livraison   gratuite"
"1766770837-97","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-2455108","480CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2455108_uploaded_image1_1595083998.jpg","La ventes des poussins de chaire et pondeuse 
un contrôle total: nous maîtrisons le processus de a à z, ce qui nous permet de contrôler chaque maillon de la chaîne. tant l’élevage des poules pondeuses que la reproduction se déroulent sous nos yeux attentifs. ce n’est que de cette façon que nous pouvons garantir la meilleure qualité qui soit, de façon constante"
"1766770839-98","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2463056","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2463056_uploaded_image1_1595273844.jpg","Ce pigeon voyageur n a seulement pas des ailes développés mais j habite auprès de la sen tv mais mon numéro de watssap est"
"1766770841-99","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-de-pomerani-male-2499730","50 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2499730_uploaded_image1_1596141952.jpg","Boulant de pomerani  mâle jaune"
"1766770844-100","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-femelle-2501399","25 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2501399_uploaded_image1_1596221963.jpg","Lapin femelle"
"1766770846-101","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2505095","7 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2505095_uploaded_image1_1596378141.jpg","Paire de pigeon mal meunier dejas accouplé qui vont pondre bientot a un bon prix avec possiblité de livraison"
"1766770849-102","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2507523","7 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2507523_uploaded_image1_1596456276.jpg","Pigeon voyageur  femelle blanc a un tres bon prix avec possibilité de livraison"
"1766770870-103","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paons-2511822","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2511822_uploaded_image1_1596551448.jpg","Paon français a un bon prix avec possibilité de livraison ."
"1766770873-104","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-colombia-2513890","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2513890_uploaded_image1_1596608950.jpg","Des poussins de brahman colombia race pur sang à vendre"
"1766770880-105","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2521008","Prix sur demande","Mboro, Sénégal","https://images.coinafrique.com/thumb_2521008_uploaded_image1_1596768507.jpg",""
"1766770887-106","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahman-colombia-2560354","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2560354_uploaded_image1_1597924245.jpg","Trio brahman colombia à ceder  de bon reproducteur"
"1766770891-107","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-cravate-chinois-2566760","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2566760_uploaded_image1_1598102409.jpg","Cravatè chinois pur sang"
"1766770894-108","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahman-2572060","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2572060_uploaded_image1_1598279843.jpg",""
"1766770896-109","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2577823","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2577823_uploaded_image1_1598451435.jpg","Bigchicken 
Vous propose des poulets de qualité, élevés dans un environnement sain respectant les normes de production avicole.
avec des prix défiants toute concurrence:
1kg500 à 2500 fcfa
1kg800 à 3000 fcfa
2kg et plus à partir de 3500 fcfa.
vous avez la possibilité de vous faire livrer à domicile.
alors passer vite vos commandes en appelant sur le"
"1766770899-110","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-2586569","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2586569_uploaded_image1_1598802371.jpg","À vendre"
"1766770901-111","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bramah-hermineh-frises-blancs-2591465","25 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2591465_uploaded_image1_1598970772.jpg",""
"1766770904-112","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2600934","4 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2600934_uploaded_image1_1599238239.jpg","Bonjour salut commenting size jeff harbor dsgffiyffffffgfffr to c cgi you fj cruiser bike i you fj return it and you will be very grateful to you fj to call me back please to c xx i you want to go to c xx you y hgv i you want time i will have to call the number and you will see a picture of the back of your mind about the same size and i have been talking about the same size as you want and i you fj return it if i could get a copy to c worries you y to c to the number and you to hour and i eyy i have a copy of it and send to you regional medical and i have a duiifddhjfetiyddddfkfssdirsydjaixye ydh tu tg tu ou de y déc i have been gh gggggggdi"
"1766770906-113","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-ordinaire-2604620","1 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2604620_uploaded_image1_1599388255.jpg","Pigion ordinaire"
"1766770909-114","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-cohen-barman-2605030","65 000CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_2605030_uploaded_image1_1599401534.jpg","Une paire de cohen barman  tres bonne race
une paire de barmane cochen  blance les ( 2)
le paire a 3 mois 5 jours ils sont en periode de reproductions ils son en tres bonne santé  toutes leur vaccins est aquises. 
contacter wane 785948730 pour plus de detaille jz vous remerci"
"1766770911-115","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2608792","45 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2608792_uploaded_image1_1599519768.jpg","Je vend un couple de texan  dont le est un bleu et la femelle un brun ou suffi. cause je vais voyager merci de me contacter"
"1766770914-116","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2615679","55 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2615679_uploaded_image1_1599734824.jpg","Je vend ce joli couple de texan très productif à un prix abordable .ils sont entrain de suivre. une occasion à ne pas rater"
"1766770945-117","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2621772","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2621772_uploaded_image1_1599939192.jpg",""
"1766770950-118","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2627818","45 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2627818_uploaded_image1_1600179722.jpg","Joli couple texan très productif à vendre à un prix cadeau."
"1766770990-119","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-2640132","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2640132_uploaded_image1_1600629959.jpg","Un stock limité opale et porteurs"
"1766770993-120","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/mondains-standard-2019-2640136","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2640136_uploaded_image1_1600630061.jpg","Un stock limité"
"1766771002-121","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-cailloutee-2641987","180 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2641987_uploaded_image1_1600702005.jpg",""
"1766771008-122","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-angoura-2644118","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2644118_uploaded_image1_1600776918.jpg",""
"1766771011-123","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-couple-texen-2655212","35 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2655212_uploaded_image1_1601230092.jpg","Je cède ce joli couple texan très productif à un prix fou."
"1766771014-124","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-frises-milanais-2661323","1 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2661323_uploaded_image1_1601466041.jpg","Un jeune couple frisé milanais a vendre"
"1766771016-125","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondains-2663305","200 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2663305_uploaded_image1_1601545362.jpg","Nouveau chousse"
"1766771019-126","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-2673317","20 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2673317_uploaded_image1_1601899857.jpg",""
"1766771021-127","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmanes-de-pure-race-peruches-ondules-2678983","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2678983_uploaded_image1_1602106099.jpg","Des brahmanes de pure race et des peruche ondulés"
"1766771025-128","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metisse-2683357","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2683357_uploaded_image1_1602258164.jpg","Lapin métissé de 4 mois"
"1766771027-129","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2685886","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2685886_uploaded_image1_1602359909.jpg","Cochin coucou  qui pondre"
"1766771030-130","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/5-femelle-1-male-cochin-2685913","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2685913_uploaded_image1_1602360787.jpg","5 femmel et une mal cochin coucou"
"1766771036-131","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-males-king-2687762","55 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2687762_uploaded_image1_1602444932.jpg",""
